,id,title,link,description,box_price_present,box_price_old,box_price_percent,rating,cmt_count
59,,,https://www.thegioididong.com/dtdd/samsung-galaxy-z-fold5,,,,,,
60,,,https://www.thegioididong.com/dtdd/samsung-galaxy-z-flip5,,,,,,
61,250622,Điện thoại OPPO Find X5 Pro 5G,https://www.thegioididong.com/dtdd/oppo-find-x5-pro,"OPPO Find X5 Pro 5G có lẽ là cái tên sáng giá được xướng tên trong danh sách điện thoại có thiết kế ấn tượng trong năm 2022. Máy được hãng cho ra mắt với một diện mạo độc lạ chưa từng có, cùng với đó là những nâng cấp về chất lượng ở camera nhờ sự hợp tác với nhà sản xuất máy ảnh Hasselblad. ",19.990.000₫ ,32.990.000₫,-39%,3.8,14.0
62,267984,Điện thoại Xiaomi 13 5G,https://www.thegioididong.com/dtdd/xiaomi-13,"Xiaomi 13 5G - chiếc điện thoại đáng chú ý trên thị trường với nhiều điểm nâng cấp ấn tượng trong phân khúc giá. Máy mang đến trải nghiệm chụp ảnh thú vị với nhiều bộ lọc màu cũng như chế độ độc đáo mà Leica cung cấp, cùng với đó là chip Snapdragon 8 Gen 2 sở hữu hiệu năng cực kỳ mạnh mẽ giúp mọi trải nghiệm đều trở nên mượt mà.","
                        <span>từ</span>
                    18.490.000₫ *
                ",22.990.000₫,-19%,4.3,22.0
63,302531,Điện thoại Xiaomi 13 Lite 5G,https://www.thegioididong.com/dtdd/xiaomi-13-lite-5g,"Hãng Xiaomi đã ra mắt mẫu điện thoại Xiaomi 13 Lite 5G, tiếp tục thành công từ dòng flagship Xiaomi 13 series. Được xem là dòng sản phẩm tầm trung, Xiaomi 13 Lite 5G có nhiều điểm nổi bật như sử dụng chipset mới từ Qualcomm và hệ thống camera đáng chú ý trong phân khúc.","
                        <span>từ</span>
                    9.690.000₫ *
                ",11.490.000₫,-15%,4.1,59.0
64,282903,Điện thoại Xiaomi 13 Pro 5G,https://www.thegioididong.com/dtdd/xiaomi-13-pro,"Xiaomi 13 Pro là siêu phẩm mới từ nhà Xiaomi đồng hành cùng Leica - thương hiệu nhiếp ảnh danh tiếng. Đây được xem là tâm điểm thu hút sự chú ý của cộng đồng người dùng trong năm 2023, đặc biệt là những ai yêu thích nhiếp ảnh nhờ camera ấn tượng.",26.990.000₫ *,29.990.000₫,-10%,5,10.0
65,,,https://www.thegioididong.com/dtdd/samsung-galaxy-s22-ultra,,,,,,
66,264060,Điện thoại Samsung Galaxy S23 5G 128GB,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-5g,"Samsung Galaxy S23 5G 128GB chắc hẳn không còn là cái tên quá xa lạ đối với các tín độ công nghệ hiện nay, được xem là một trong những gương mặt chủ chốt đến từ nhà Samsung với cấu hình mạnh mẽ bậc nhất, camera trứ danh hàng đầu cùng lối hoàn thiện vô cùng sang trọng và hiện đại.",17.990.000₫ ,22.990.000₫,-21%,4.5,31.0
67,301795,Điện thoại Samsung Galaxy S23 5G 256GB,https://www.thegioididong.com/dtdd/samsung-galaxy-s23-5g-256gb,"Samsung Galaxy S23 5G 256GB có lẽ là ứng cử viên sáng giá được xướng tên trong danh sách điện thoại đáng mua nhất năm 2023. Đây là siêu phẩm hội tụ những gì mà bạn hằng mơ ước về thiết kế, cấu hình, camera,... hứa hẹn mang đến trải nghiệm sử dụng đỉnh cao trong cuộc sống hằng ngày đầy năng động.",21.990.000₫ ,24.990.000₫,-12%,4.9,9.0
68,223602,Điện thoại iPhone 13 128GB,https://www.thegioididong.com/dtdd/iphone-13,"Trong khi sức hút đến từ bộ 4 phiên bản iPhone 12 vẫn chưa nguội đi, thì hãng điện thoại Apple đã mang đến cho người dùng một siêu phẩm mới iPhone 13 với nhiều cải tiến thú vị sẽ mang lại những trải nghiệm hấp dẫn nhất cho người dùng.","
                        <span>từ</span>
                    16.790.000₫ 
                ",18.990.000₫,-11%,4.4,418.0
